order_date,customer,grand_total
20-Nov-14,Dorothy Dickinson,25
24-Jul-14,Annie Zypern,122
16-Jun-14,Tamara Dahlen,20
3-Sep-14,Jill Stevenson,258
29-Oct-14,Keith Herrera,66
17-Jun-14,Christine Sundaresam,504
21-May-14,Nat Carroll,892
25-Feb-14,Christy Brittain,5
3-Sep-14,Stephanie Ulpright,216
21-Nov-14,Carlos Daly,1560
17-Oct-14,Anthony Jacobs,308
22-Mar-14,Paul Stevenson,425
4-Jul-14,Rob Dowd,168
1-Dec-14,Harold Pawlan,1311
11-Oct-14,Scot Wooten,239
4-Jan-14,Christopher Martinez,2031
9-Jul-14,Mathew Reese,53
17-Dec-14,Andrew Roberts,11
4-Mar-14,Emily Phan,281
26-Sep-14,Adam Hart,199
26-Mar-14,John Castell,470
11-Jun-14,Muhammed MacIntyre,14
9-Apr-14,Karen Ferguson,2634
13-Oct-14,Robert Waldorf,442
26-May-14,Jeremy Lonsdale,50
27-Dec-14,Tracy Collins,3
18-Sep-14,Alan Schoenberger,1782
20-Nov-14,Stewart Carmichael,750
19-May-14,Susan Gilcrest,18
31-Jan-14,Eugene Hildebrand,142
19-Jun-14,Craig Carreira,957
12-Sep-14,Ryan Crowe,35
19-Aug-14,Russell Applegate,228
14-Nov-14,Stefania Perrino,199
19-May-14,Brosina Hoffman,36
10-Apr-14,Ken Lonsdale,478
22-Aug-14,Tracy Hopkins,394
17-Sep-14,Evan Henry,21
3-Sep-14,Mick Crebagga,41
27-Mar-14,Michelle Lonsdale,61
15-Jan-14,Hallie Redmond,359
2-Dec-14,Sarah Jordon,537
2-Oct-14,Corinna Mitchell,1705
22-Oct-14,Charles McCrossin,401
8-Nov-14,Katherine Nockton,273
31-Mar-14,Tony Molinari,326
3-Jan-14,Aaron Smayling,740
20-May-14,Becky Castell,727
22-Oct-14,Patricia Hirasaki,730
8-Nov-14,Frank Preis,8
16-Oct-14,Roland Schwarz,715
28-Mar-14,Lena Cacioppo,875
14-Nov-14,Katrina Edelman,268
4-Jun-14,Katherine Nockton,509
26-Dec-14,Mick Hernandez,819
3-Sep-14,Ralph Kennedy,12
6-Nov-14,Elizabeth Moffitt,493
15-Mar-14,Brad Norvell,50
16-Apr-14,Andrew Allen,16
15-Sep-14,Tracy Blumstein,19
1-Apr-14,Emily Grady,13
3-Sep-14,Dorris liebe,15
26-Aug-14,Guy Armstrong,192
18-Oct-14,Barry Franz?sisch,53
11-Apr-14,Mitch Gastineau,17
7-Feb-14,Bryan Davis,241
27-Oct-14,Shaun Chance,143
9-Jan-14,Ricardo Sperren,893
8-Aug-14,Matt Collins,245
12-May-14,Zuschuss Carroll,44
27-Jun-14,Olvera Toch,84
31-Dec-14,Erica Bern,35
12-Nov-14,Michelle Huthwaite,89
15-May-14,Amy Hunt,563
19-Dec-14,Doug Jacobs,2889
10-Jul-14,Noel Staavos,67
20-Aug-14,Doug O'Connell,19
1-Aug-14,Katrina Willman,37
15-Sep-14,Dorothy Badders,1017
23-Dec-14,Jim Mitchum,127
29-Jan-14,Beth Thompson,278
3-Oct-14,Jane Waco,10
26-Jun-14,Sarah Brown,401
12-Feb-14,Victoria Wilson,21
6-Nov-14,Susan Vittorini,391
13-Mar-14,Bill Stewart,243
3-Nov-14,Kalyca Meade,46
31-May-14,Kelly Andreada,35
14-Oct-14,Craig Reiter,905
1-Dec-14,Max Engle,156
5-Sep-14,Pete Kriz,1492
3-Dec-14,Victoria Wilson,678
18-Dec-14,Arianne Irving,505
26-Sep-14,Arthur Gainer,178
20-Dec-14,Tony Sayre,194
25-Apr-14,Susan Vittorini,552
28-Jun-14,Pauline Webber,1433
23-Sep-14,Berenike Kampe,22
8-Aug-14,Joni Wasserman,116
12-Sep-14,Helen Andreada,31
24-Oct-14,Jocasta Rupert,864
1-Nov-14,Craig Yedwab,519
6-Dec-14,Bart Folk,33
22-Mar-14,Ted Butterfield,9
1-Sep-14,Barry Gonzalez,660
27-Feb-14,Bradley Talbott,2111
24-Jul-14,Christine Phan,13
5-Sep-14,Tiffany House,54
9-Dec-14,Jeremy Pistek,1816
5-Sep-14,Michael Moore,19
19-May-14,Paul Prost,865
22-Oct-14,Frank Carlisle,172
9-Jun-14,Liz Willingham,10
24-Dec-14,Jennifer Braxton,190
9-Dec-14,Keith Herrera,3956
24-Sep-14,Bill Donatelli,292
4-Mar-14,Bill Tyler,400
13-May-14,Charles Sheldon,551
22-Aug-14,Sung Chung,267
20-Oct-14,Mary O'Rourke,91
5-Dec-14,Michael Stewart,588
6-Aug-14,Pauline Webber,14
29-Nov-14,Lindsay Shagiari,1072
2-Oct-14,Dave Kipp,105
13-Jun-14,Hunter Glantz,64
19-May-14,Toby Swindell,18
28-Jan-14,John Huston,194
9-Dec-14,Alan Schoenberger,69
25-Dec-14,Roy Franz?sisch,36
19-Aug-14,Nat Gilpin,284
5-Dec-14,Doug O'Connell,498
4-Dec-14,Lena Cacioppo,306
18-Nov-14,Greg Guthrie,14
17-Sep-14,Barry Blumstein,15
10-May-14,Laurel Beltran,806
6-Nov-14,Adam Bellavance,240
24-Jul-14,Philisse Overcash,400
2-Apr-14,John Castell,43
29-Oct-14,Lori Olson,48
30-Sep-14,Jas O'Carroll,244
18-Jun-14,Philip Fox,169
17-Feb-14,Luke Foster,38
2-Dec-14,Clay Cheatham,55
7-Oct-14,Xylona Preis,150
21-Jul-14,Carlos Soltero,79
3-Jan-14,Fred Wasserman,17
22-Jul-14,Anthony Rawles,1630
21-Nov-14,Liz Pelletier,127
10-Feb-14,Tom Prescott,398
16-Apr-14,Adam Hart,196
16-Jun-14,Kristen Hastings,120
30-Dec-14,James Galang,696
18-Aug-14,Tom Prescott,4416
24-Nov-14,Janet Martin,105
21-Aug-14,Lisa Ryan,352
23-Dec-14,Sally Knutson,632
16-Jun-14,Thomas Seio,2943
1-Dec-14,Scott Williamson,174
18-Apr-14,Bruce Geld,60
13-Jun-14,Sarah Brown,91
22-Mar-14,Clay Ludtke,1806
10-Nov-14,Jim Epp,523
16-Dec-14,Paul Lucas,23
23-Dec-14,Jason Gross,916
21-Apr-14,Christina VanderZanden,183
25-Jan-14,Theone Pippenger,6
24-Nov-14,Christopher Martinez,240
19-Aug-14,Yana Sorensen,3859
5-May-14,Chris Cortes,243
17-Feb-14,Nat Gilpin,595
3-Nov-14,Sharelle Roach,155
26-May-14,Trudy Brown,806
26-Apr-14,Lauren Leatherbury,92
12-Nov-14,William Brown,46
23-Dec-14,Theone Pippenger,2283
21-Nov-14,Katharine Harms,624
31-May-14,Suzanne McNair,38
6-Sep-14,Michael Grace,147
24-Mar-14,Sanjit Jacobs,35
5-Sep-14,Aimee Bixby,92
29-Apr-14,Jack Lebron,28
18-Dec-14,Christine Abelman,495
11-Sep-14,Linda Cazamias,147
19-Aug-14,Helen Wasserman,2340
15-Jul-14,Toby Carlisle,988
10-Jul-14,Jamie Frazer,847
31-May-14,Michael Granlund,206
5-Nov-14,Frank Merwin,66
25-Dec-14,Neola Schneider,264
24-Dec-14,Michael Moore,58
27-Feb-14,Dave Brooks,380
26-Jul-14,John Castell,477
30-Sep-14,Maureen Gastineau,693
24-Sep-14,Bobby Elias,252
26-Dec-14,Fred Hopkins,424
24-Sep-14,Brooke Gillingham,29
3-Apr-14,Tony Chapman,772
20-Nov-14,Katherine Ducich,32
22-Aug-14,Candace McMahon,994
4-Jul-14,Frank Hawley,871
29-Nov-14,Rick Hansen,89
2-Jun-14,Helen Wasserman,4472
30-May-14,Maris LaWare,523
4-Nov-14,Daniel Lacy,76
19-May-14,Adrian Barton,345
17-Nov-14,Brian Moss,2
27-Feb-14,Becky Martin,357
27-Dec-14,Yoseph Carroll,751
31-Jan-14,Liz Preis,2114
4-Mar-14,Liz Preis,73
21-Nov-14,Jennifer Halladay,53
25-Sep-14,Mick Hernandez,1170
24-Sep-14,Duane Benoit,879
16-Sep-14,Carl Ludwig,1082
1-Aug-14,Erin Ashbrook,55
19-Mar-14,Jason Klamczynski,91
19-Aug-14,Chloris Kastensmidt,11
21-Jul-14,Elizabeth Moffitt,1108
14-Jun-14,Paul Gonzalez,182
20-May-14,Jason Fortune-,109
25-Jun-14,Caroline Jumper,96
26-Sep-14,Carol Adams,24
10-Apr-14,Sue Ann Reed,284
13-May-14,Cynthia Arntzen,153
23-Sep-14,Christina Anderson,392
11-Sep-14,Shahid Hopkins,19
25-Mar-14,Mark Van Huff,272
25-Sep-14,Frank Atkinson,1365
14-Nov-14,Ted Trevino,3321
8-Nov-14,Deborah Brumfield,822
2-Dec-14,Sean Christensen,423
15-Dec-14,Gary Mitchum,283
13-Nov-14,Sylvia Foulston,29
20-Feb-14,Nicole Hansen,1246
27-Nov-14,Liz Thompson,221
17-Apr-14,Edward Becker,503
13-Apr-14,Bill Donatelli,70
21-Mar-14,Harry Greene,331
14-Dec-14,Emily Phan,262
29-Dec-14,Susan Vittorini,123
17-Nov-14,Mick Brown,17
17-Aug-14,Sarah Jordon,81
7-Feb-14,Mark Van Huff,360
3-Sep-14,Anthony Witt,285
4-Sep-14,Sample Company A,368
1-Oct-14,Bradley Talbott,160
11-Sep-14,Helen Abelman,297
25-Aug-14,Alan Haines,28
4-Dec-14,Clay Cheatham,10
4-Mar-14,Ed Jacobs,1220
3-May-14,Dorothy Wardle,130
28-Jul-14,Mike Gockenbach,91
18-Oct-14,Astrea Jones,11
22-Sep-14,Kean Thornton,80
29-Nov-14,Deirdre Greer,2060
31-Oct-14,Jamie Kunitz,1994
14-Nov-14,Sanjit Engle,83
28-Jun-14,Michelle Arnett,192
11-Feb-14,Michael Nguyen,23
27-May-14,Kimberly Carter,234
25-Nov-14,Patrick Gardner,28
24-Sep-14,Bruce Stewart,187
2-Nov-14,Sarah Foster,2691
3-Oct-14,Rob Williams,66
11-Feb-14,Mike Pelletier,204
3-Mar-14,Roland Schwarz,1
13-Jun-14,Troy Staebel,9
16-Sep-14,Theresa Coyne,1038
15-Nov-14,Joe Elijah,34
25-Dec-14,Christine Sundaresam,713
8-Sep-14,Ruben Dartt,318
20-Mar-14,Sue Ann Reed,770
2-Aug-14,Heather Kirkland,55
1-May-14,Ann Steele,32
18-Nov-14,Joy Bell-,328
28-Mar-14,Brendan Dodson,169
22-Jun-14,Eugene Hildebrand,536
26-Nov-14,Henia Zydlo,724
4-Jul-14,Yana Sorensen,10
12-Sep-14,Daniel Byrd,185
22-Feb-14,Dave Kipp,48
7-Mar-14,Sally Hughsby,68
11-Apr-14,Russell D'Ascenzo,106
20-Oct-14,Harry Marie,457
25-Apr-14,Art Ferguson,83
7-Nov-14,Chuck Clark,40
24-Jul-14,Nathan Mautz,14
26-Apr-14,Speros Goranitis,108
20-Oct-14,Michael Paige,89
24-Oct-14,Adam Hart,1170
31-May-14,Bruce Degenhardt,254
26-Jul-14,Dorothy Dickinson,3
1-Jul-14,Darrin Van Huff,20
1-Aug-14,Eugene Hildebrand,41
26-Feb-14,Michelle Huthwaite,2
17-Jan-14,Jack O'Briant,428
20-Oct-14,Joy Smith,40
4-Nov-14,Julie Creighton,12
29-Aug-14,Kristina Nunn,1278
3-Oct-14,Roland Fjeld,276
15-Oct-14,Anthony Garverick,41
1-Aug-14,Greg Matthias,286
31-Dec-14,Chuck Clark,209
20-Nov-14,Mick Crebagga,324
4-Feb-14,Shahid Collister,119
4-Jun-14,Heather Kirkland,35
9-Sep-14,Alex Russell,85
11-Sep-14,Alex Russell,15
13-Oct-14,Neil Knudson,103
30-Mar-14,Roger Demir,81
31-Mar-14,Alan Barnes,94
18-Jul-14,Alejandro Ballentine,480
30-Sep-14,Fred Hopkins,8
30-Apr-14,Kean Thornton,5
16-Apr-14,Shahid Hopkins,5
6-Jun-14,Adrian Barton,470
6-Dec-14,Naresj Patel,93
16-Jun-14,Joe Elijah,776
18-Sep-14,Gary Zandusky,514
22-Aug-14,Greg Tran,88
22-Jan-14,Mick Hernandez,1240
16-Sep-14,Christopher Schild,301
15-Apr-14,Harry Marie,74
23-Oct-14,Tom Ashbrook,13716
4-Apr-14,Sue Ann Reed,7
31-Oct-14,Michelle Moray,103
15-Jan-14,Brosina Hoffman,175
2-Dec-14,Ralph Arnett,117
25-Feb-14,Erin Smith,1444
23-Jan-14,Alan Dominguez,4189
11-Jul-14,Frank Gastineau,298
4-Feb-14,Ross DeVincentis,512
29-Dec-14,Erica Hernandez,65
4-Mar-14,Richard Eichhorn,27
12-Jul-14,Natalie Webber,30
3-Jun-14,Alejandro Ballentine,30
1-Sep-14,Michael Granlund,6
12-Sep-14,Shahid Shariari,210
3-Nov-14,Thea Hudgings,892
20-May-14,Neil Ducich,26
28-Oct-14,Sally Hughsby,24
24-Dec-14,Filia McAdams,182
2-Sep-14,Rick Wilson,598
3-Feb-14,Bill Overfelt,482
20-Dec-14,Michael Moore,37
18-Nov-14,Victoria Wilson,1248
25-Nov-14,Roland Schwarz,407
6-Aug-14,Patrick O'Donnell,339
30-Sep-14,Joseph Airdo,75
14-Aug-14,Dan Campbell,2383
11-Sep-14,Frank Hawley,370
8-Oct-14,Joe Kamberova,4
27-Aug-14,Steve Carroll,72
11-Jul-14,Becky Pak,19
4-Dec-14,Natalie DeCherney,48
25-Dec-14,James Lanier,851
5-May-14,Mike Kennedy,630
8-Sep-14,Dario Medina,82
8-Sep-14,Trudy Glocke,249
22-Apr-14,Janet Martin,909
20-Jun-14,Katharine Harms,921
18-Apr-14,Pamela Stobb,563
26-Nov-14,Sam Zeldin,502
24-Aug-14,Patrick O'Brill,4590
2-Apr-14,George Bell,128
17-Mar-14,Ken Dana,541
15-May-14,Ken Black,505
2-Oct-14,Neola Schneider,414
17-Jun-14,Joel Eaton,741
27-Sep-14,Sanjit Jacobs,419
18-Mar-14,Clay Ludtke,17
12-Dec-14,Katherine Nockton,129
26-Apr-14,Larry Hughes,9
29-Dec-14,Harry Marie,7
10-Dec-14,Herbert Flentye,44
31-Mar-14,Maria Etezadi,60
28-Aug-14,Ben Peterman,1133
16-Sep-14,Brenda Bowman,32
23-May-14,Vicky Freymann,13
23-Oct-14,Helen Abelman,582
25-Sep-14,Neil Knudson,38
23-Oct-14,Brian DeCherney,582
15-Sep-14,Craig Yedwab,896
18-Dec-14,Giulietta Baptist,544
6-Dec-14,Rob Beeghly,200
13-Nov-14,Nathan Gelder,779
13-Oct-14,Natalie Fritzler,673
27-Nov-14,Guy Thornton,34
30-Dec-14,Bruce Stewart,88
17-Sep-14,Craig Yedwab,18
28-Oct-14,Jack O'Briant,653
30-Jul-14,Laura Armstrong,128
4-Nov-14,Justin MacKendrick,16
29-Jul-14,Matt Hagelstein,1171
12-Apr-14,Henry MacAllister,23
11-Mar-14,Emily Burns,54
19-Sep-14,Dan Campbell,57
23-Aug-14,Tony Molinari,210
4-Apr-14,Katherine Hughes,25
6-Dec-14,Alan Barnes,40
15-Apr-14,Christine Sundaresam,253
20-Nov-14,Nathan Cano,1729
6-Feb-14,Cassandra Brandow,251
29-Nov-14,Emily Phan,63
25-Nov-14,Shaun Chance,320
20-Oct-14,Hilary Holden,95
18-Jun-14,Luke Schmidt,24
2-Sep-14,Bradley Nguyen,115
1-Nov-14,Adrian Hane,5
30-Jan-14,Rob Dowd,5
1-Jul-14,Ralph Arnett,271
6-Oct-14,Greg Guthrie,753
12-Feb-14,Cari Sayre,1052
22-Jan-14,Darrin Sayre,654
10-Jul-14,John Huston,229
4-May-14,Darren Budd,833
28-Nov-14,Doug Bickford,52
4-May-14,Bill Overfelt,505
26-Apr-14,Parhena Norris,110
17-Oct-14,Maribeth Yedwab,547
22-Sep-14,Muhammed Lee,152
11-Mar-14,Maribeth Dona,933
20-Aug-14,Jennifer Braxton,388
8-Nov-14,Pete Kriz,101
16-Sep-14,Dave Brooks,324
10-Oct-14,Cathy Prescott,46
9-Sep-14,Eudokia Martin,65
24-Sep-14,Don Weiss,158
27-Aug-14,Heather Jas,54
1-Sep-14,Maxwell Schwartz,194
18-Feb-14,Gary Hansen,178
9-Jun-14,Tiffany House,490
5-Aug-14,Harry Marie,17
21-Jun-14,Jeremy Ellison,201
25-Jun-14,Sonia Cooley,103
14-Oct-14,Andrew Gjertsen,114
1-Sep-14,Ashley Jarboe,639
28-Jul-14,Dennis Kane,298
5-May-14,Muhammed Yedwab,12
22-Sep-14,Doug Bickford,56
5-Jun-14,Erica Hernandez,118
18-Aug-14,Emily Ducich,144
28-Nov-14,Doug O'Connell,58
2-Aug-14,Larry Hughes,272
9-Jul-14,Sam Zeldin,146
27-Jun-14,Tracy Hopkins,564
1-Apr-14,Jim Epp,3099
19-Sep-14,Barry Franz?sisch,23
18-Dec-14,Logan Currie,28
7-May-14,Trudy Schmidt,153
28-Aug-14,Dana Kaydos,5
14-Nov-14,Erin Mull,11
15-May-14,Eva Jacobs,49
26-Jun-14,Max Ludwig,88
24-Jul-14,Tracy Blumstein,74
12-May-14,Liz Pelletier,101
9-May-14,Penelope Sewall,3360
12-Jun-14,Zuschuss Carroll,5
25-Sep-14,Paul Prost,400
28-May-14,Roy Phan,130
17-Sep-14,Adam Bellavance,21
26-Dec-14,Guy Armstrong,160
8-Dec-14,David Smith,19
9-Jul-14,Tamara Dahlen,45
28-Dec-14,Dan Reichenbach,178
16-Sep-14,Gene McClure,12
19-Sep-14,Tamara Manning,16
2-Apr-14,Barry Franz?sisch,269
12-Jun-14,Tom Boeckenhauer,719
4-Oct-14,Hunter Lopez,23
16-Apr-14,Noel Staavos,79
27-Jan-14,Carol Adams,23
26-Jun-14,Fred McMath,148
10-May-14,Matt Connell,272
20-Feb-14,Emily Ducich,58
18-Apr-14,Sharelle Roach,2613
28-Oct-14,Tamara Willingham,45
13-Nov-14,Eugene Moren,972
13-Nov-14,Ed Braxton,16
2-Aug-14,Annie Thurman,96
11-Apr-14,Bruce Stewart,232
14-Apr-14,Yana Sorensen,437
29-Dec-14,Christopher Schild,28
16-Jun-14,Stuart Calhoun,4
10-Apr-14,Bryan Spruell,761
27-Nov-14,Lynn Smith,164
14-Dec-14,Bart Pistole,288
4-Nov-14,Bruce Geld,486
8-Dec-14,Brosina Hoffman,373
24-Mar-14,Anna Chung,144
28-Apr-14,Cynthia Voltz,253
23-Apr-14,Gary McGarr,18
2-Dec-14,Joseph Holt,376
14-Oct-14,Jane Waco,5326
21-Feb-14,Katherine Murray,883
23-Sep-14,Shaun Chance,40
24-Feb-14,Ann Chong,80
16-Dec-14,Saphhira Shifley,10
27-Dec-14,Karen Bern,16
17-Nov-14,Mitch Willingham,1920
25-Jun-14,George Ashbrook,449
14-Jul-14,Mark Hamilton,131
17-Sep-14,Adam Shillingsburg,684
17-Apr-14,Roy Franz?sisch,14
24-Mar-14,Mary Zewe,348
29-Dec-14,Greg Hansen,106
7-Aug-14,Todd Boyes,115
12-Jul-14,Tom Stivers,102
24-Apr-14,Jay Fein,183
8-Mar-14,Michael Granlund,49
17-Jun-14,Claudia Bergmann,14
4-Dec-14,Toby Carlisle,166
28-May-14,Duane Noonan,477
11-Jun-14,George Zrebassa,15
17-Nov-14,Scott Williamson,811
30-Jun-14,Carol Triggs,313
8-Dec-14,Frank Preis,374
15-Nov-14,Pauline Webber,96
21-Aug-14,Eleni McCrary,40
1-Dec-14,Bart Pistole,96
3-Oct-14,Chad McGuire,387
7-Oct-14,Ashley Jarboe,9
17-Dec-14,Andy Yotov,222
30-Jun-14,Max Engle,739
22-Dec-14,Rick Bensley,16
17-Dec-14,Kalyca Meade,420
18-Sep-14,Tom Prescott,13
10-Sep-14,Liz Carlisle,298
25-Nov-14,Beth Paige,435
5-Sep-14,Cynthia Voltz,12
3-Sep-14,Bill Eplett,3481
11-Nov-14,Maria Etezadi,241
29-Apr-14,Janet Lee,752
14-May-14,Mick Hernandez,458
1-May-14,Don Jones,96
30-Sep-14,Joe Kamberova,97
30-Jun-14,William Brown,1101
12-Feb-14,Magdelene Morse,148
18-Nov-14,Xylona Preis,51
17-Jan-14,Andy Reiter,5803
27-Jun-14,Nora Preis,432
22-Dec-14,Yana Sorensen,1000
24-Sep-14,Kristina Nunn,14
9-Jul-14,Vicky Freymann,134
16-Aug-14,James Galang,98
15-Nov-14,Clytie Kelty,124
2-Dec-14,Maribeth Yedwab,10
15-Jan-14,Rob Beeghly,30
20-Jun-14,George Ashbrook,75
20-May-14,Shahid Collister,2362
24-Jan-14,Chris Selesnick,138
10-Dec-14,Damala Kotsonis,927
30-Jan-14,Vivek Gonzalez,137
12-Aug-14,Sylvia Foulston,205
29-Oct-14,Janet Martin,273
10-Dec-14,Nick Crebassa,432
28-Mar-14,Alejandro Grove,15
4-Jul-14,Rob Dowd,88
10-Sep-14,Grace Kelly,10
14-Sep-14,Speros Goranitis,16
20-Sep-14,Erin Smith,96
31-Oct-14,Jane Waco,10
25-Aug-14,Darrin Martin,657
5-Dec-14,Darrin Van Huff,189
20-Sep-14,Julie Prescott,35
16-Sep-14,Dean percer,99
24-Oct-14,Julie Creighton,143
18-Jul-14,Shaun Weien,8
4-Jul-14,Christina Anderson,546
29-May-14,Patrick O'Donnell,302
24-Mar-14,Raymond Buch,14052
30-Sep-14,Patrick Gardner,304
7-May-14,Max Ludwig,415
12-May-14,Julie Kriz,95
5-Sep-14,Helen Wasserman,850
9-Jul-14,Harold Engle,470
11-Mar-14,Candace McMahon,112
19-Sep-14,Pete Armstrong,115
20-Mar-14,George Zrebassa,381
5-Apr-14,Tom Ashbrook,7
19-Dec-14,Russell Applegate,286
24-Dec-14,Darren Koutras,303
13-Sep-14,Bart Folk,226
3-Jun-14,Denny Ordway,69
4-Aug-14,Adrian Barton,40
22-Apr-14,Katherine Nockton,69
20-Jun-14,Allen Rosenblatt,201
4-Jun-14,Nick Radford,1112
18-Mar-14,Denny Blanton,497
11-Jun-14,Michelle Tran,824
31-Jul-14,Jay Fein,90
3-Oct-14,Juliana Krohn,375
11-Nov-14,Gary Hwang,112
10-Dec-14,Daniel Byrd,148
3-Nov-14,Anthony Rawles,385
27-Nov-14,Tonja Turnell,3084
17-Sep-14,Craig Leslie,18
12-Jun-14,Zuschuss Donatelli,61
29-May-14,Lori Olson,247
6-Jun-14,Noel Staavos,21
14-Apr-14,Dave Poirier,8
25-Oct-14,Patrick O'Brill,517
18-Nov-14,Emily Grady,240
8-May-14,Rick Wilson,2050
4-Aug-14,Scot Coram,16
22-Jan-14,Bobby Elias,269
4-Oct-14,Amy Cox,1794
10-Oct-14,Harry Greene,364
5-Sep-14,Ralph Arnett,711
20-Jun-14,Frank Olsen,165
25-Sep-14,Karen Bern,1332
1-Dec-14,Shahid Collister,2166
22-Oct-14,Jennifer Braxton,61
5-Mar-14,Darren Powers,90
18-Sep-14,Shahid Collister,90
8-Dec-14,Tracy Collins,50
18-Jul-14,Anthony Johnson,1295
25-Sep-14,Philip Brown,200
31-May-14,Kean Thornton,205
15-Nov-14,Toby Carlisle,22
31-Oct-14,Jim Karlsson,912
4-Nov-14,Kimberly Carter,447
16-Oct-14,Dionis Lloyd,175
11-Nov-14,Daniel Raglin,12
12-Dec-14,Roy Skaria,13
18-Mar-14,Philisse Overcash,24
22-Nov-14,Benjamin Patterson,71
23-Dec-14,Alex Grayson,183
20-Nov-14,Anne Pryor,138
4-Oct-14,Chuck Clark,463
11-Aug-14,Ivan Liston,1646
19-Mar-14,Barry Pond,33
6-Oct-14,Todd Sumrall,5509
4-Dec-14,Corinna Mitchell,522
12-Nov-14,Catherine Glotzbach,18
2-Dec-14,Alan Dominguez,917
19-Dec-14,Harold Engle,129
31-Dec-14,Patrick O'Donnell,467
3-Jun-14,John Dryer,11
4-Nov-14,Denise Leinenbach,41
11-Jun-14,Ben Wallace,16
20-Sep-14,Justin Ritter,698
19-Nov-14,Maria Etezadi,20
12-Nov-14,Max Ludwig,10
3-Nov-14,Thomas Boland,3291
30-Jun-14,Dan Reichenbach,695
26-Mar-14,Filia McAdams,23
9-Nov-14,Sharelle Roach,110
27-Apr-14,Philisse Overcash,60
15-May-14,Pauline Johnson,1418
3-Dec-14,Max Engle,702
11-Dec-14,Anthony Witt,321
13-Jun-14,Lena Creighton,17
23-Nov-14,Frank Olsen,36
30-Aug-14,Cathy Prescott,78
17-Sep-14,Jay Fein,74
1-Oct-14,Cindy Chapman,165
25-Oct-14,Carlos Soltero,12
9-Sep-14,Frank Carlisle,220
2-Jan-14,Steven Cartwright,474
12-Sep-14,Cassandra Brandow,439
28-Mar-14,Caroline Jumper,1875
7-May-14,Mick Brown,818
1-May-14,Quincy Jones,691
30-May-14,Jesus Ocampo,24
21-Jan-14,Tamara Manning,384
7-Nov-14,Carol Darley,319
11-Mar-14,Mick Hernandez,92
1-Apr-14,Scott Cohen,34
25-Sep-14,Brian Dahlen,254
22-Aug-14,Dionis Lloyd,84
4-Oct-14,Laurel Workman,21
22-Dec-14,Sanjit Engle,124
5-Apr-14,Darrin Sayre,401
2-Dec-14,Erica Hernandez,168
16-Aug-14,Bill Overfelt,50
26-Sep-14,Katrina Willman,562
15-Apr-14,Alan Barnes,118
3-Sep-14,Ted Butterfield,238
22-Jul-14,Pete Takahito,2
10-Jul-14,Sean Miller,526
24-Jan-14,Matt Connell,211
25-Dec-14,Robert Marley,2970
9-Dec-14,Delfina Latchford,434
2-Dec-14,Dianna Vittorini,1020
3-Apr-14,Amy Hunt,15
23-Dec-14,Jeremy Pistek,8
30-Jan-14,Bryan Davis,5
22-Jul-14,Shaun Weien,292
11-Aug-14,Steve Chapman,177
4-Jun-14,Meg O'Connel,136
2-Sep-14,Cynthia Arntzen,498
2-Dec-14,Matthew Grinstein,8
20-May-14,Adam Hart,342
16-Sep-14,Alan Barnes,164
29-May-14,Candace McMahon,483
4-Jun-14,Saphhira Shifley,61
7-May-14,Doug Bickford,84
10-Feb-14,Sarah Bern,355
2-Apr-14,Adam Shillingsburg,123
22-Oct-14,Sara Luxemburg,1702
3-Mar-14,Stewart Carmichael,19
30-Jul-14,Gary McGarr,60
4-Sep-14,Arthur Prichep,24
23-Dec-14,Charlotte Melton,639
16-Sep-14,Charles Crestani,32
23-Apr-14,Bruce Degenhardt,675
7-Oct-14,Mark Hamilton,309
18-Jun-14,Ryan Akin,146
24-Apr-14,Sean Christensen,155
5-Aug-14,Harry Marie,3
20-Nov-14,Richard Bierner,23
2-Jun-14,Cynthia Voltz,54
25-Nov-14,Frank Merwin,1447
30-Dec-14,Ben Peterman,101
21-Nov-14,Hunter Glantz,22
26-Dec-14,Cynthia Voltz,42
29-Aug-14,Sean Christensen,52
3-Sep-14,Alan Hwang,1578
1-Aug-14,Laurel Beltran,873
30-Jun-14,Alex Avila,374
27-Mar-14,Maria Zettner,20
3-Jan-14,Trudy Schmidt,1323
10-Sep-14,Sean O'Donnell,459
21-Oct-14,Ed Braxton,950
12-Mar-14,Max Jones,896
15-Dec-14,Kelly Lampkin,205
10-Mar-14,Karl Braun,511
10-Sep-14,Sean Braxton,685
11-Sep-14,Ken Heidel,85
5-Sep-14,Eva Jacobs,421
1-Oct-14,Cari Sayre,184
5-Dec-14,Katrina Edelman,11
3-Oct-14,Becky Pak,49
15-Sep-14,Liz Thompson,71
6-Mar-14,Pete Kriz,25
5-Nov-14,Kelly Lampkin,1884
3-Dec-14,Susan Vittorini,68
3-May-14,Dorothy Dickinson,110
2-Apr-14,Maribeth Schnelling,127
25-Dec-14,Alan Hwang,1004
10-Dec-14,Kalyca Meade,3
19-Sep-14,Muhammed MacIntyre,29
30-Sep-14,Michelle Ellison,51
19-Mar-14,Scott Williamson,46
22-Oct-14,Neil Knudson,18
9-Dec-14,Luke Foster,219
4-Nov-14,Paul Gonzalez,36
25-Dec-14,Nick Crebassa,32
8-Oct-14,Dean percer,1027
25-Sep-14,Rose O'Brian,532
11-Dec-14,Michael Chen,1670
13-Jun-14,Maria Etezadi,544
7-Mar-14,Don Weiss,68
